datasetId,context,scope,cancer,geneA,geneB,interval,lowerMonths,upperMonths,nAtRiskAtIntervalStart,nEventsInInterval,nBothAtRiskAtIntervalStart,nDoubleNegativeAtRiskAtIntervalStart,coefficient,standardError,hazardRatio,ciLow,ciHigh,p,contrast,model,baselineHazards,tiesMethod,fitStatus,fdr,fdrFamily
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,>36 months,36,,585,59,18,281,-16.90463599,3548.413442,4.554176635e-08,0,inf,0.9961988936,A+B versus A−/B−,conditional interval-specific four-group Cox model,study,Efron,estimated,0.9961988936,scope=cancer-specific; interval=>36 months
cancer-specific_MDS_SF3B1_SRSF2_positive,SF3B1–SRSF2 (MDS),cancer-specific,MDS,SF3B1,SRSF2,0–12 months,0,12,3269,611,28,1991,-0.3648114324,0.5024824394,0.6943275662,0.2593286983,1.858995061,0.4678275692,A+B versus A−/B−,conditional interval-specific four-group Cox model,study,Efron,estimated,0.5346600791,scope=cancer-specific; interval=0–12 months
cancer-specific_MDS_SF3B1_SRSF2_positive,SF3B1–SRSF2 (MDS),cancer-specific,MDS,SF3B1,SRSF2,12–36 months,12,36,2187,689,17,1283,0.6388983871,0.3372266406,1.894392842,0.9781877215,3.668747992,0.05814982072,A+B versus A−/B−,conditional interval-specific four-group Cox model,study,Efron,estimated,0.1033774591,scope=cancer-specific; interval=12–36 months
cancer-specific_MDS_SF3B1_SRSF2_positive,SF3B1–SRSF2 (MDS),cancer-specific,MDS,SF3B1,SRSF2,>36 months,36,,1057,356,5,622,1.361238622,0.7126386334,3.901022201,0.9651155597,15.76803323,0.05611535933,A+B versus A−/B−,conditional interval-specific four-group Cox model,study,Efron,estimated,0.168346078,scope=cancer-specific; interval=>36 months
pan-cancer_PAN-CANCER_KEAP1_STK11_positive,KEAP1–STK11 (pan-cancer),pan-cancer,PAN-CANCER,KEAP1,STK11,0–12 months,0,12,58386,10002,629,55380,1.073664869,0.0649687825,2.926083586,2.576233362,3.323443162,2.39014576e-61,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,1.553594744e-60,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_KEAP1_STK11_positive,KEAP1–STK11 (pan-cancer),pan-cancer,PAN-CANCER,KEAP1,STK11,12–36 months,12,36,36207,7054,241,34662,0.2473522148,0.1426362535,1.28063009,0.9683035028,1.693697713,0.08289202428,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.1124589908,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_KEAP1_STK11_positive,KEAP1–STK11 (pan-cancer),pan-cancer,PAN-CANCER,KEAP1,STK11,>36 months,36,,11844,2175,62,11391,-0.2418259234,0.3636507936,0.7851928494,0.3849782724,1.601461316,0.5060537546,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8160736159,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_KRAS_TP53_positive,KRAS–TP53 (pan-cancer),pan-cancer,PAN-CANCER,KRAS,TP53,0–12 months,0,12,72612,12322,5319,39259,0.7164972248,0.04016771649,2.047249582,1.892256339,2.2149382,3.606143714e-71,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,4.687986828e-70,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_KRAS_TP53_positive,KRAS–TP53 (pan-cancer),pan-cancer,PAN-CANCER,KRAS,TP53,12–36 months,12,36,46129,9193,2576,26960,0.524148207,0.05083234888,1.68901954,1.528854304,1.865963945,6.264028459e-25,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,8.143236996e-24,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_KRAS_TP53_positive,KRAS–TP53 (pan-cancer),pan-cancer,PAN-CANCER,KRAS,TP53,>36 months,36,,17002,4016,497,11443,0.151791982,0.1189452396,1.163918095,0.9218835142,1.469497297,0.2019024565,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.5739371518,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,0–12 months,0,12,70675,11980,1438,58373,-0.08347695254,0.08944049125,0.9199122881,0.7719950861,1.09617099,0.3506527333,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.4558485532,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,12–36 months,12,36,44793,8931,969,36784,-0.241436741,0.1003621596,0.7854984921,0.6452335342,0.9562551361,0.01614349767,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.02998078138,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_PTEN_PIK3CA_positive,PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,>36 months,36,,16397,3938,320,13338,-0.2891645685,0.1814365836,0.7488889517,0.5247812669,1.068701757,0.1109920239,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.5739371518,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,0–12 months,0,12,70588,12281,910,41539,-0.02000709622,0.1241117831,0.9801917176,0.7685407277,1.250129978,0.8719341247,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8719341247,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,12–36 months,12,36,44150,8985,651,27618,-0.5183368069,0.1464401129,0.5955101732,0.4469296166,0.7934859388,0.0004007610468,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.001302473402,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_IDH1_TP53_positive,IDH1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,IDH1,TP53,>36 months,36,,15253,3093,303,10693,0.1637068082,0.1915616762,1.177868923,0.8091692474,1.714567384,0.3927778323,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8160736159,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_PIK3CA_TP53_positive,PIK3CA–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,TP53,0–12 months,0,12,72535,12304,3505,38415,0.4483118342,0.04513231026,1.565666848,1.433120352,1.71047231,2.982817474e-23,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,9.69415679e-23,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_PIK3CA_TP53_positive,PIK3CA–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,TP53,12–36 months,12,36,46077,9178,2163,25742,0.4707454478,0.05121484415,1.60118735,1.448264869,1.770256936,3.871051189e-20,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,2.516183273e-19,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_PIK3CA_TP53_positive,PIK3CA–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,TP53,>36 months,36,,16967,4015,691,10452,0.3631313763,0.07989109723,1.437824743,1.22942638,1.681548423,5.484933181e-06,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,7.130413135e-05,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,0–12 months,0,12,70399,11945,184,56916,0.2950283945,0.161589287,1.343164497,0.9785525506,1.843632071,0.06788162961,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.09805124278,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,12–36 months,12,36,44719,8923,97,37173,-0.498576593,0.2908646722,0.6073946145,0.3434681564,1.07412641,0.08650691597,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.1124589908,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_EGFR_KRAS_positive,EGFR–KRAS (pan-cancer),pan-cancer,PAN-CANCER,EGFR,KRAS,>36 months,36,,16492,3909,32,14541,0.1481401971,0.4043363213,1.159675468,0.5250066077,2.561581457,0.7140825459,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8160736159,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,0–12 months,0,12,69440,11705,745,40142,0.9080096546,0.06777552292,2.479382791,2.170965655,2.831615052,6.269504126e-41,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,2.716785121e-40,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,12–36 months,12,36,44018,8515,349,27220,0.3326615642,0.1204572184,1.394675211,1.101386405,1.766064057,0.00575087955,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.01246023902,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_STK11_TP53_positive,STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,>36 months,36,,15983,3667,92,11069,-0.0301401249,0.2428204806,0.9703095595,0.6028664868,1.561706716,0.9012161973,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.9012161973,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_BRAF_KRAS_positive,BRAF–KRAS (pan-cancer),pan-cancer,PAN-CANCER,BRAF,KRAS,0–12 months,0,12,69819,11803,249,56252,-0.05805553976,0.1703354576,0.9435975388,0.6757670236,1.317578817,0.7332310971,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8665458421,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_BRAF_KRAS_positive,BRAF–KRAS (pan-cancer),pan-cancer,PAN-CANCER,BRAF,KRAS,12–36 months,12,36,44267,8749,156,36678,-0.04880809,0.1943638362,0.9523638803,0.6506690037,1.39394524,0.8017235473,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8017235473,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_BRAF_KRAS_positive,BRAF–KRAS (pan-cancer),pan-cancer,PAN-CANCER,BRAF,KRAS,>36 months,36,,16267,3817,52,14174,-0.1784484617,0.3835449397,0.8365671711,0.3944816202,1.774086791,0.6417446356,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8160736159,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_BRAF_NRAS_positive,BRAF–NRAS (pan-cancer),pan-cancer,PAN-CANCER,BRAF,NRAS,0–12 months,0,12,69778,11790,143,64122,0.4480046329,0.1666317427,1.565185947,1.129090474,2.169717223,0.007175423756,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.01332578698,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_BRAF_NRAS_positive,BRAF–NRAS (pan-cancer),pan-cancer,PAN-CANCER,BRAF,NRAS,12–36 months,12,36,44240,8697,89,40642,-0.08263058839,0.2543148065,0.9206911984,0.5592948698,1.515608901,0.7452457222,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8017235473,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_BRAF_NRAS_positive,BRAF–NRAS (pan-cancer),pan-cancer,PAN-CANCER,BRAF,NRAS,>36 months,36,,16363,3858,34,15081,0.1143415857,0.3638060198,1.121135023,0.5495227469,2.287337053,0.7532987223,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8160736159,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,0–12 months,0,12,66845,11307,456,56169,-0.3405340925,0.1647902335,0.7113902731,0.5150367533,0.9826019549,0.03878411162,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.06302418138,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,12–36 months,12,36,42173,8175,290,35085,-0.6138938865,0.1997591778,0.5412392364,0.3658928747,0.8006166046,0.002117978864,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.005506745046,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_PIK3CA_PIK3R1_positive,PIK3CA–PIK3R1 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,PIK3R1,>36 months,36,,15063,3505,107,12295,-0.3207071652,0.2577975084,0.7256357113,0.437805296,1.202697158,0.2134894772,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.5739371518,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,0–12 months,0,12,72546,12310,1729,40812,0.5166593672,0.05540742091,1.676417988,1.50390163,1.868724134,1.112641129e-20,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,2.892866934e-20,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,12–36 months,12,36,46084,9181,971,27631,0.3228118464,0.06740329818,1.381005485,1.210100979,1.57604711,1.673983816e-06,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,7.253929871e-06,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,>36 months,36,,16971,4017,297,11485,0.09353912431,0.133075512,1.098053563,0.8459592517,1.425271519,0.4821164463,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8160736159,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,0–12 months,0,12,70604,12272,781,40924,0.362978501,0.08560894227,1.437604952,1.215539556,1.700239196,2.235595022e-05,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,4.843789215e-05,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,12–36 months,12,36,44166,8982,470,27251,0.08301465086,0.1149418774,1.086557727,0.8673893818,1.36110462,0.4701521257,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.5556343304,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,>36 months,36,,15258,3093,129,10595,0.1036449531,0.219163897,1.109206565,0.7218713137,1.704374699,0.6362768872,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8160736159,scope=pan-cancer; interval=>36 months
pan-cancer_PAN-CANCER_SF3B1_SRSF2_positive,SF3B1–SRSF2 (pan-cancer),pan-cancer,PAN-CANCER,SF3B1,SRSF2,0–12 months,0,12,64674,11182,57,61228,-0.05381904974,0.3027878411,0.9476035601,0.5234716979,1.715379285,0.8589231784,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.8719341247,scope=pan-cancer; interval=0–12 months
pan-cancer_PAN-CANCER_SF3B1_SRSF2_positive,SF3B1–SRSF2 (pan-cancer),pan-cancer,PAN-CANCER,SF3B1,SRSF2,12–36 months,12,36,40298,8074,36,37978,0.5602134565,0.2795226677,1.751046233,1.012435784,3.028501123,0.04505089084,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.07320769762,scope=pan-cancer; interval=12–36 months
pan-cancer_PAN-CANCER_SF3B1_SRSF2_positive,SF3B1–SRSF2 (pan-cancer),pan-cancer,PAN-CANCER,SF3B1,SRSF2,>36 months,36,,14055,2752,13,13029,0.7136134544,0.5827559742,2.041354288,0.6514417687,6.396776397,0.2207450584,A+B versus A−/B−,conditional interval-specific four-group Cox model,study × cancer group,Efron,estimated,0.5739371518,scope=pan-cancer; interval=>36 months
